SOEM (Simple Open EtherCAT Master)
Simple test
Starting Controller
ec_init on eno3 succeeded.
1 slaves found and configured.
Configuring DC. Should be in PRE-OP. State: PRE_OP
Found slaves with DC.
Slaves mapped, state to SAFE_OP... State: SAFE_OP
Calculated workcounter 3
Synccount needs to reach : 125

WKC:  2 DCTime:      2903417024, DiffInDC: 2903417024, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2911603264, DiffInDC:   8186240, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2919558584, DiffInDC:   7955320, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2927543545, DiffInDC:   7984961, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2935544504, DiffInDC:   8000959, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2943537304, DiffInDC:   7992800, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2951542424, DiffInDC:   8005120, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2959574424, DiffInDC:   8032000, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2967604904, DiffInDC:   8030480, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2975583544, DiffInDC:   7978640, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2983582424, DiffInDC:   7998880, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1465172808, DiffInDC:   8005440, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1473120088, DiffInDC:   7947280, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1481168329, DiffInDC:   8048241, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1489162809, DiffInDC:   7994480, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1497116569, DiffInDC:   7953760, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1505182969, DiffInDC:   8066400, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1513113768, DiffInDC:   7930799, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1521143848, DiffInDC:   8030080, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1529145448, DiffInDC:   8001600, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1537163768, DiffInDC:   8018320, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1545108248, DiffInDC:   7944480, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1553174889, DiffInDC:   8066641, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1561106488, DiffInDC:   7931599, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1569102168, DiffInDC:   7995680, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1577138328, DiffInDC:   8036160, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1585148928, DiffInDC:   8010600, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1593111568, DiffInDC:   7962640, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1601168288, DiffInDC:   8056720, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1609099328, DiffInDC:   7931040, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1617161968, DiffInDC:   8062640, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1625151088, DiffInDC:   7989120, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1633095568, DiffInDC:   7944480, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1641127088, DiffInDC:   8031520, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1649093568, DiffInDC:   7966480, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1657124688, DiffInDC:   8031120, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1665091249, DiffInDC:   7966561, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1673143648, DiffInDC:   8052399, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1681129328, DiffInDC:   7985680, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1689122048, DiffInDC:   7992720, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1697138449, DiffInDC:   8016401, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1705085249, DiffInDC:   7946800, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1713132368, DiffInDC:   8047119, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1721083768, DiffInDC:   7951400, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1729117608, DiffInDC:   8033840, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1737115208, DiffInDC:   7997600, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1745152888, DiffInDC:   8037680, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1753093048, DiffInDC:   7940160, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1761118568, DiffInDC:   8025520, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1769145368, DiffInDC:   8026800, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1777075688, DiffInDC:   7930320, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1785123209, DiffInDC:   8047521, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1793088488, DiffInDC:   7965279, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1801124168, DiffInDC:   8035680, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1809072968, DiffInDC:   7948800, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1817104648, DiffInDC:   8031680, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1825071128, DiffInDC:   7966480, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1833111849, DiffInDC:   8040721, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1841107128, DiffInDC:   7995279, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1849104928, DiffInDC:   7997800, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1857067888, DiffInDC:   7962960, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1865117809, DiffInDC:   8049921, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1873109009, DiffInDC:   7991200, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1881128528, DiffInDC:   8019519, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1889095168, DiffInDC:   7966640, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1897115409, DiffInDC:   8020241, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1905116689, DiffInDC:   8001280, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1913061249, DiffInDC:   7944560, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1921125008, DiffInDC:   8063759, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1929098128, DiffInDC:   7973120, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1937089968, DiffInDC:   7991840, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1945090288, DiffInDC:   8000320, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1953103649, DiffInDC:   8013361, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1961106128, DiffInDC:   8002479, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1969054368, DiffInDC:   7948240, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1977119528, DiffInDC:   8065160, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1985052888, DiffInDC:   7933360, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      1993104728, DiffInDC:   8051840, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2001051368, DiffInDC:   7946640, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2009107208, DiffInDC:   8055840, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2017049848, DiffInDC:   7942640, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2025094168, DiffInDC:   8044320, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2033049369, DiffInDC:   7955201, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2041096328, DiffInDC:   8046959, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2049098248, DiffInDC:   8001920, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2057046648, DiffInDC:   7948400, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2065094009, DiffInDC:   8047361, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2073077448, DiffInDC:   7983439, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2081043449, DiffInDC:   7966001, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2089097528, DiffInDC:   8054079, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2097042168, DiffInDC:   7944640, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2105109488, DiffInDC:   8067320, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2113075408, DiffInDC:   7965920, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2121086608, DiffInDC:   8011200, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2129039888, DiffInDC:   7953280, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2137050688, DiffInDC:   8010800, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2145104768, DiffInDC:   8054080, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2153094688, DiffInDC:   7989920, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2161084608, DiffInDC:   7989920, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2169036608, DiffInDC:   7952000, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2177078688, DiffInDC:   8042080, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2185033328, DiffInDC:   7954640, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2193048608, DiffInDC:   8015280, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2201034048, DiffInDC:   7985440, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2209083008, DiffInDC:   8048960, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2217065168, DiffInDC:   7982160, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2225032288, DiffInDC:   7967120, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2233087088, DiffInDC:   8054800, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2241063049, DiffInDC:   7975961, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2249030888, DiffInDC:   7967839, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2257083209, DiffInDC:   8052321, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2265064888, DiffInDC:   7981679, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2273042968, DiffInDC:   7978080, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2281060329, DiffInDC:   8017361, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2289078088, DiffInDC:   8017759, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2297069128, DiffInDC:   7991040, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2305058568, DiffInDC:   7989440, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2313038568, DiffInDC:   7980000, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2321058169, DiffInDC:   8019601, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2329024728, DiffInDC:   7966559, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2337073688, DiffInDC:   8048960, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2345068809, DiffInDC:   7995121, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2353056008, DiffInDC:   7987199, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2361061768, DiffInDC:   8005760, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2369035488, DiffInDC:   7973720, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2377060768, DiffInDC:   8025280, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2385053808, DiffInDC:   7993040, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2393020609, DiffInDC:   7966801, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2401053409, DiffInDC:   8032800, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2409058608, DiffInDC:   8005199, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2417075969, DiffInDC:   8017361, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2425050448, DiffInDC:   7974479, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2433017409, DiffInDC:   7966961, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2441064048, DiffInDC:   8046639, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2449067648, DiffInDC:   8003600, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2457016368, DiffInDC:   7948720, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2465067009, DiffInDC:   8050641, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2473049329, DiffInDC:   7982320, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2481062688, DiffInDC:   8013359, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2489046608, DiffInDC:   7983920, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2497042088, DiffInDC:   7995480, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2505062969, DiffInDC:   8020881, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2513046649, DiffInDC:   7983680, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2521013768, DiffInDC:   7967119, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2529066008, DiffInDC:   8052240, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2537011608, DiffInDC:   7945600, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2545047208, DiffInDC:   8035600, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2553056248, DiffInDC:   8009040, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2561058808, DiffInDC:   8002560, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2569010168, DiffInDC:   7951360, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2577059929, DiffInDC:   8049761, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2585046649, DiffInDC:   7986720, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2593041769, DiffInDC:   7995120, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2601008808, DiffInDC:   7967039, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2609073688, DiffInDC:   8064880, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2617059129, DiffInDC:   7985441, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2625007089, DiffInDC:   7947960, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2633060688, DiffInDC:   8053599, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2641005968, DiffInDC:   7945280, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2649038528, DiffInDC:   8032560, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2657039728, DiffInDC:   8001200, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2665055248, DiffInDC:   8015520, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2673046608, DiffInDC:   7991360, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2681054368, DiffInDC:   8007760, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2689009888, DiffInDC:   7955520, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2697043568, DiffInDC:   8033680, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2705035649, DiffInDC:   7992081, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2713000288, DiffInDC:   7964639, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2721051008, DiffInDC:   8050720, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2729001248, DiffInDC:   7950240, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2737047009, DiffInDC:   8045761, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2745040209, DiffInDC:   7993200, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2753000448, DiffInDC:   7960239, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2761043688, DiffInDC:   8043240, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2769000168, DiffInDC:   7956480, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2777050248, DiffInDC:   8050080, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2784999688, DiffInDC:   7949440, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2793032408, DiffInDC:   8032720, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2801065048, DiffInDC:   8032640, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2809055208, DiffInDC:   7990160, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2817042969, DiffInDC:   7987761, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2825028969, DiffInDC:   7986000, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2832996568, DiffInDC:   7967599, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2841029048, DiffInDC:   8032480, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2848996248, DiffInDC:   7967200, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2857049448, DiffInDC:   8053200, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2865046248, DiffInDC:   7996800, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2872995608, DiffInDC:   7949360, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
WKC:  3 DCTime:      2881046729, DiffInDC:   8051121, cStatus: 0x0000, mStatus: 0x0000, ctrlWord: 0x0030, slavestate: 4
